DADO COMPLETO,CEP,RUA,BAIRRO,TIPO DE SUBDIVISAO,SUBDIVISÕES,MUNICIPIO,ESTADO
53010291Travessa do Layme,53010291,Travessa do Layme,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53010550Rua Barao do Rio Branco,53010550,Rua Barao do Rio Branco,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53010551Praca Barao do Rio Branco,53010551,Praca Barao do Rio Branco,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020000Rua Dom Pedro Roser,53020000,Rua Dom Pedro Roser,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020010Rua General Jose Meira Vasconcelos,53020010,Rua General Jose Meira Vasconcelos,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020020Rua Vinte e Sete de Janeiro,53020020,Rua Vinte e Sete de Janeiro,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020030Avenida Liberdade,53020030,Avenida Liberdade,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020031Praca da Liberdade,53020031,Praca da Liberdade,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020040Rua Doutor Justino Goncalves,53020040,Rua Doutor Justino Goncalves,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020050Rua Manuel Ribeiro,53020050,Rua Manuel Ribeiro,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020060Avenida Dez de Novembro,53020060,Avenida Dez de Novembro,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020130Rua Sete de Setembro,53020130,Rua Sete de Setembro,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020140Rua Prudente de Morais,53020140,Rua Prudente de Morais,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020160Rua Bernardo Vieira de Melo,53020160,Rua Bernardo Vieira de Melo,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020170Rua Treze de Maio,53020170,Rua Treze de Maio,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120000Praca do Carmo,53120000,Praca do Carmo,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120010Rua do Sol,53120010,Rua do Sol,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120011Travessa do Sol,53120011,Travessa do Sol,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120020Rua Ferreira dos Santos,53120020,Rua Ferreira dos Santos,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120030Rua Eustaquio de Carvalho,53120030,Rua Eustaquio de Carvalho,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120050Rua Sao Jose,53120050,Rua Sao Jose,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120060Travessa Municipal,53120060,Travessa Municipal,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120070Rua Sao Francisco,53120070,Rua Sao Francisco,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120080Travessa Sao Francisco,53120080,Travessa Sao Francisco,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120090Rua do Bonfim,53120090,Rua do Bonfim,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120091Travessa do Bonfim,53120091,Travessa do Bonfim,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120092Alto do Bonfim,53120092,Alto do Bonfim,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120100Alto da Se,53120100,Alto da Se,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120101Ladeira da Se,53120101,Ladeira da Se,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120110Rua Antonio Francisco Gomes,53120110,Rua Antonio Francisco Gomes,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120120Rua da Bertioga,53120120,Rua da Bertioga,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120121Travessa da Bertioga,53120121,Travessa da Bertioga,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120130Rua Bispo Coutinho,53120130,Rua Bispo Coutinho,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120140Rua Jose Belarmino,53120140,Rua Jose Belarmino,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120160Travessa Antonio Machado,53120160,Travessa Antonio Machado,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120370Rua General Dantas Barreto,53120370,Rua General Dantas Barreto,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120380Praca General Dantas Barreto,53120380,Praca General Dantas Barreto,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120381Travessa General Dantas Barreto,53120381,Travessa General Dantas Barreto,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120410Rua Marechal Floriano Peixoto,53120410,Rua Marechal Floriano Peixoto,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120411Travessa Marechal Floriano Peixoto,53120411,Travessa Marechal Floriano Peixoto,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120451Travessa Jose Soriano,53120451,Travessa Jose Soriano,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120460Travessa do Cajueiro,53120460,Travessa do Cajueiro,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120490Rua Israel Felix da Silva,53120490,Rua Israel Felix da Silva,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120500Praca Joao Pessoa,53120500,Praca Joao Pessoa,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120580Rua Pedro Monteiro,53120580,Rua Pedro Monteiro,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120970Praca Joao Pessoa,53120970,Praca Joao Pessoa,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020150Rua Porto Seguro,53020150,Rua Porto Seguro,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53020240Travessa Vassourinha,53020240,Travessa Vassourinha,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120480Rua Doutor Moreira Alves,53120480,Rua Doutor Moreira Alves,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53120560Vila Santa Helena,53120560,Vila Santa Helena,Carmo,Regiao Politico-Administrativa,RPA 8,Olinda,Pernambuco
53030300Rua Helio Rodrigues Cardoso,53030300,Rua Helio Rodrigues Cardoso,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53030301Rua Virginio Mendes,53030301,Rua Virginio Mendes,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
530303021a Travessa Helio Rodrigues Cardoso,53030302,1a Travessa Helio Rodrigues Cardoso,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
530303032a Travessa Helio Rodrigues Cardoso,53030303,2a Travessa Helio Rodrigues Cardoso,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
530303043a Travessa Helio Rodrigues Cardoso,53030304,3a Travessa Helio Rodrigues Cardoso,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53030625Avenida Ministro Marcos Freire,53030625,Avenida Ministro Marcos Freire,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53040000Avenida Governador Carlos de Lima Cavalcante,53040000,Avenida Governador Carlos de Lima Cavalcante,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53040020Rua da Gloria,53040020,Rua da Gloria,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53040040Rua Martinanda,53040040,Rua Martinanda,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53040050Rua Alfa,53040050,Rua Alfa,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53040055Rua Nereu Gomes Maciel,53040055,Rua Nereu Gomes Maciel,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53040060Rua Beta,53040060,Rua Beta,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53040070Rua do Acafrao,53040070,Rua do Acafrao,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130160Rua Caviuna,53130160,Rua Caviuna,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130170Rua do Bambu,53130170,Rua do Bambu,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130180Rua Cacto,53130180,Rua Cacto,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130190Rua Araca,53130190,Rua Araca,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130200Rua Catalogo,53130200,Rua Catalogo,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130210Rua Odilio Campos,53130210,Rua Odilio Campos,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130220Rua Jornalista Herber Fonseca,53130220,Rua Jornalista Herber Fonseca,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130221Rua Braz Miranda de Freitas,53130221,Rua Braz Miranda de Freitas,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130230Rua Professor Diogenes Fernandes Tavora,53130230,Rua Professor Diogenes Fernandes Tavora,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130240Rua Professor Francisco Xavier Paes Barreto,53130240,Rua Professor Francisco Xavier Paes Barreto,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130250Rua Manuel dos Santos Moreira,53130250,Rua Manuel dos Santos Moreira,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130260Rua Joaquim Antonio de Medeiros,53130260,Rua Joaquim Antonio de Medeiros,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130270Rua Pintor Manoel Bandeira,53130270,Rua Pintor Manoel Bandeira,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130280Rua Edmar Moury Fernandes,53130280,Rua Edmar Moury Fernandes,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130281Rua Infante de Sagres,53130281,Rua Infante de Sagres,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130290Rua Jornalista Luis de Andrade,53130290,Rua Jornalista Luis de Andrade,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130300Rua Joao da Costa Lima,53130300,Rua Joao da Costa Lima,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130301Rua Joao de Oliveira Valenca,53130301,Rua Joao de Oliveira Valenca,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130310Rua Professora Marly Figueiredo,53130310,Rua Professora Marly Figueiredo,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130320Praca Duque de Caxias,53130320,Praca Duque de Caxias,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130330Rua Tertuliano Francisco Feitosa,53130330,Rua Tertuliano Francisco Feitosa,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130340Rua Otaviano Pessoa Monteiro,53130340,Rua Otaviano Pessoa Monteiro,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130350Rua Carlos Pessoa Monteiro,53130350,Rua Carlos Pessoa Monteiro,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130360Rua Antonio Silva Guimaraes,53130360,Rua Antonio Silva Guimaraes,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130370Rua do Vaticano,53130370,Rua do Vaticano,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130380Rua Suape,53130380,Rua Suape,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130390Rua Joao Clementino Montarroyos,53130390,Rua Joao Clementino Montarroyos,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130400Rua Alcina Coelho de Carvalho,53130400,Rua Alcina Coelho de Carvalho,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130410Avenida Doutor Jose Augusto Moreira,53130410,Avenida Doutor Jose Augusto Moreira,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130420Rua Professor Alfeu Rabelo,53130420,Rua Professor Alfeu Rabelo,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130430Rua Antonio Estelita Passos,53130430,Rua Antonio Estelita Passos,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130440Rua Caetano Ribeiro,53130440,Rua Caetano Ribeiro,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130441Rua Maria Tereza Correia de Oliveira,53130441,Rua Maria Tereza Correia de Oliveira,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130450Rua RPA 06 | Sultao,53130450,Rua RPA 06 | Sultao,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130460Rua Olimpio Ferreira Chaves,53130460,Rua Olimpio Ferreira Chaves,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130470Rua Carlos Leite Moreira,53130470,Rua Carlos Leite Moreira,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130480Rua Francisco Carlos de Oliveira,53130480,Rua Francisco Carlos de Oliveira,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130490Rua Manuel Carvalhal,53130490,Rua Manuel Carvalhal,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130500Rua Gildo Branco,53130500,Rua Gildo Branco,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130510Rua Ulisses Tenorio de Albuquerque,53130510,Rua Ulisses Tenorio de Albuquerque,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130515Avenida Governador Carlos de Lima Cavalcante,53130515,Avenida Governador Carlos de Lima Cavalcante,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130520Rua Carlos Nigro,53130520,Rua Carlos Nigro,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130540Avenida Ministro Marcos Freire,53130540,Avenida Ministro Marcos Freire,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130545Avenida Governador Carlos de Lima Cavalcante,53130545,Avenida Governador Carlos de Lima Cavalcante,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130550Rua Doutor Epaminondas de Melo,53130550,Rua Doutor Epaminondas de Melo,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130555Avenida Governador Carlos de Lima Cavalcante,53130555,Avenida Governador Carlos de Lima Cavalcante,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130570Rua Helena Cavalcanti Ferreira,53130570,Rua Helena Cavalcanti Ferreira,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130580Rua Desembargador Tomaz Antonio Guimaraes,53130580,Rua Desembargador Tomaz Antonio Guimaraes,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130590Rua Joana DArc Sampaio,53130590,Rua Joana DArc Sampaio,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130600Rua Perspectiva,53130600,Rua Perspectiva,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130610Rua Candeias,53130610,Rua Candeias,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130620Praca Henrique Dias,53130620,Praca Henrique Dias,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130630Rua Anapolis,53130630,Rua Anapolis,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130635Rua Eduardo de Moraes,53130635,Rua Eduardo de Moraes,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130640Rua Silvino Ribeiro de Melo,53130640,Rua Silvino Ribeiro de Melo,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130650Rua Tamanco,53130650,Rua Tamanco,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130660Rua Vicente de Barros Barreiros,53130660,Rua Vicente de Barros Barreiros,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130670Avenida Canal,53130670,Avenida Canal,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130680Rua Idelfonso Marinho de Araujo,53130680,Rua Idelfonso Marinho de Araujo,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130690Rua Virgulino,53130690,Rua Virgulino,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130700Rua Coroata,53130700,Rua Coroata,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130710Rua Aglaia,53130710,Rua Aglaia,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130720Rua Sandalos,53130720,Rua Sandalos,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130730Rua Wilson de Almeida Mota,53130730,Rua Wilson de Almeida Mota,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130740Rua Joao Correia de Oliveira,53130740,Rua Joao Correia de Oliveira,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130750Rua Roberto Correia de Oliveira,53130750,Rua Roberto Correia de Oliveira,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130645Rua Carmelita Soares Muniz de Araujo,53130645,Rua Carmelita Soares Muniz de Araujo,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53130695Rua Jose Candido Pessoa,53130695,Rua Jose Candido Pessoa,Casa Caiada,Regiao Politico-Administrativa,RPA 7,Olinda,Pernambuco
53060405Rua Helio Ribeiro Costa,53060405,Rua Helio Ribeiro Costa,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060415Rua Carmem Lopes da Veiga Araujo,53060415,Rua Carmem Lopes da Veiga Araujo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060430Rua Alameda dos Eucaliptos,53060430,Rua Alameda dos Eucaliptos,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060435Rua Evaldo Lucena,53060435,Rua Evaldo Lucena,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060440Rua Palmares,53060440,Rua Palmares,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060441Travessa dos Palmares,53060441,Travessa dos Palmares,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060450Rua Opala Negra,53060450,Rua Opala Negra,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060455Rua Bela Vista-ll,53060455,Rua Bela Vista-ll,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060460Rua Agua Marinha,53060460,Rua Agua Marinha,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060470Rua Torbenita Verde,53060470,Rua Torbenita Verde,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530604721a Travessa Torbenita Verde,53060472,1a Travessa Torbenita Verde,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060473Rua Integracao,53060473,Rua Integracao,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
530604742a Travessa Torbenita Verde,53060474,2a Travessa Torbenita Verde,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060475Rua Napoles,53060475,Rua Napoles,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060480Rua Alameda dos Carvalhos,53060480,Rua Alameda dos Carvalhos,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060485Rua Itamaraca,53060485,Rua Itamaraca,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060486Rua Nossa Senhora do Carmo,53060486,Rua Nossa Senhora do Carmo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060490Rua do Cajueiro,53060490,Rua do Cajueiro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060495Rua Olindense,53060495,Rua Olindense,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060500Rua Ingazeira,53060500,Rua Ingazeira,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060501Rua Vicencia,53060501,Rua Vicencia,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060503Rua Rossi,53060503,Rua Rossi,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060505Rua Ayrton Senna do Brasil,53060505,Rua Ayrton Senna do Brasil,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060507Rua Itapevi,53060507,Rua Itapevi,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060508Rua Imperatriz,53060508,Rua Imperatriz,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060509Rua Luzinete Santos de Santana,53060509,Rua Luzinete Santos de Santana,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060515Rua Copacabana,53060515,Rua Copacabana,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060520Avenida Pau-brasil,53060520,Avenida Pau-brasil,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060525Rua Bela Vista,53060525,Rua Bela Vista,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060530Rua Camacari,53060530,Rua Camacari,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060535Rua Santa Rita,53060535,Rua Santa Rita,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060540Rua Cipreste,53060540,Rua Cipreste,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060543Rua Aguia Dourada,53060543,Rua Aguia Dourada,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060545Rua da Borboleta,53060545,Rua da Borboleta,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060547Rua Maria Eduarda,53060547,Rua Maria Eduarda,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060550Rua Alameda dos Jacarandas,53060550,Rua Alameda dos Jacarandas,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060555Rua Novo Dia,53060555,Rua Novo Dia,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060560Rua do Chorao,53060560,Rua do Chorao,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060561Rua Castanhola,53060561,Rua Castanhola,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060570Rua Alameda dos Ipes,53060570,Rua Alameda dos Ipes,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060580Rua Angelim,53060580,Rua Angelim,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060581Rua Alameda das Oliveiras,53060581,Rua Alameda das Oliveiras,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060650Rua Alameda das Acacias,53060650,Rua Alameda das Acacias,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060660Rua Alameda dos Pinheiros,53060660,Rua Alameda dos Pinheiros,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060661Rua Agatha,53060661,Rua Agatha,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060670Rua Algaroba,53060670,Rua Algaroba,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060671Rua Sucupira,53060671,Rua Sucupira,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060672Rua Massaranduba,53060672,Rua Massaranduba,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060680Rua Bom Jardim,53060680,Rua Bom Jardim,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060690Rua Cobre,53060690,Rua Cobre,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060695Rua Vinte e Cinco de Dezembro,53060695,Rua Vinte e Cinco de Dezembro,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060700Rua Seringueira,53060700,Rua Seringueira,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060701Rua do Pedestre,53060701,Rua do Pedestre,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060705Avenida Flores do Campo,53060705,Avenida Flores do Campo,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060710Rua Aluminio,53060710,Rua Aluminio,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060720Rua Turmalina,53060720,Rua Turmalina,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060730Rua Turquesa,53060730,Rua Turquesa,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060731Rua Manganita,53060731,Rua Manganita,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060740Rua Esmeralda,53060740,Rua Esmeralda,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060741Rua do Aco,53060741,Rua do Aco,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060742Rua do Paladio,53060742,Rua do Paladio,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060750Rua Gravito,53060750,Rua Gravito,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
53060770Avenida Fragoso,53060770,Avenida Fragoso,Fragoso,Regiao Politico-Administrativa,RPA 6,Olinda,Pernambuco
