DADO COMPLETO,CEP,RUA,BAIRRO,TIPO DE SUBDIVISAO,SUBDIVISÕES,MUNICIPIO,ESTADO
51170070Rua Deolindo Tavares,51170070,Rua Deolindo Tavares,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170080Rua Arquiteto Fernando Almeida,51170080,Rua Arquiteto Fernando Almeida,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170090Rua Henrique Moser,51170090,Rua Henrique Moser,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170100Rua Conego Julio Cabral,51170100,Rua Conego Julio Cabral,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170110Rua Olivia Menelau,51170110,Rua Olivia Menelau,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170120Avenida Pinheiros,51170120,Avenida Pinheiros,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170125Avenida Pinheiros,51170125,Avenida Pinheiros,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170135Rua Engenheiro Jose Brandao Cavalcante,51170135,Rua Engenheiro Jose Brandao Cavalcante,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170140Rua Casa Branca,51170140,Rua Casa Branca,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170145Rua Engenheiro Jose Brandao Cavalcante,51170145,Rua Engenheiro Jose Brandao Cavalcante,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170150Rua Sueli Luna Menelau,51170150,Rua Sueli Luna Menelau,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170160Rua Elpidio Monteiro,51170160,Rua Elpidio Monteiro,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170170Rua Barao de Palmares,51170170,Rua Barao de Palmares,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170180Rua Celio Tavares,51170180,Rua Celio Tavares,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170190Rua Eliza Dias Ferreira,51170190,Rua Eliza Dias Ferreira,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170200Rua Tenor Vicente Celestino,51170200,Rua Tenor Vicente Celestino,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170210Rua Barao Homem de Melo,51170210,Rua Barao Homem de Melo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170220Rua Amelia Xavier Sampaio,51170220,Rua Amelia Xavier Sampaio,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170230Rua Doutor Adolfo de Moraes Guedes Alcoforado,51170230,Rua Doutor Adolfo de Moraes Guedes Alcoforado,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170240Rua Conego Lira,51170240,Rua Conego Lira,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170250Rua Deao Faria,51170250,Rua Deao Faria,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170260Rua Juvina Francisca de Oliveira,51170260,Rua Juvina Francisca de Oliveira,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170270Rua Agricultor Joao Bezerra de Oliveira,51170270,Rua Agricultor Joao Bezerra de Oliveira,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170280Rua Missionario Joel Carlson,51170280,Rua Missionario Joel Carlson,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170290Rua Procurador Galba de Almeida Matos,51170290,Rua Procurador Galba de Almeida Matos,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170300Avenida Engenheiro Alves de Souza,51170300,Avenida Engenheiro Alves de Souza,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170310Rua Nova Verona,51170310,Rua Nova Verona,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170320Avenida Jose Ferreira Lins,51170320,Avenida Jose Ferreira Lins,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170330Rua Pianista Isnar Mariano,51170330,Rua Pianista Isnar Mariano,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170340Rua Joao Conde,51170340,Rua Joao Conde,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170350Rua Gilvandro Soares,51170350,Rua Gilvandro Soares,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170360Rua Comissario Othon Couceiro,51170360,Rua Comissario Othon Couceiro,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170370Rua Edilberto Leal Barbosa,51170370,Rua Edilberto Leal Barbosa,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170380Rua Bernardo Gabriel,51170380,Rua Bernardo Gabriel,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170390Rua Jose Nogueira,51170390,Rua Jose Nogueira,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170400Rua Padre Carlos Leoncio,51170400,Rua Padre Carlos Leoncio,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170410Rua Engenheiro Jose Apolinario,51170410,Rua Engenheiro Jose Apolinario,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170420Rua Engenheiro Otavio Arantes,51170420,Rua Engenheiro Otavio Arantes,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170435Rua Arquiteto Luiz Nunes,51170435,Rua Arquiteto Luiz Nunes,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170440Rua Moacir Albuquerque,51170440,Rua Moacir Albuquerque,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170445Rua Arquiteto Luiz Nunes,51170445,Rua Arquiteto Luiz Nunes,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170450Rua Serrania,51170450,Rua Serrania,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170460Rua Alvorada do RPA 02 | Norte,51170460,Rua Alvorada do RPA 02 | Norte,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170470Rua Frederico Lundgren,51170470,Rua Frederico Lundgren,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170480Rua Grasiela,51170480,Rua Grasiela,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170490Rua Cinco de Maio,51170490,Rua Cinco de Maio,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170500Rua Doutor Emilio Ribas,51170500,Rua Doutor Emilio Ribas,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170510Rua Pastor Amaro de Sena,51170510,Rua Pastor Amaro de Sena,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170520Rua David Kauffman,51170520,Rua David Kauffman,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170530Rua Antonio Almeida,51170530,Rua Antonio Almeida,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170540Rua Renato Silva,51170540,Rua Renato Silva,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170550Rua Juvenal Galeno,51170550,Rua Juvenal Galeno,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170560Rua General Goes Monteiro,51170560,Rua General Goes Monteiro,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170570Rua Zeferino Pinho,51170570,Rua Zeferino Pinho,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170580Rua Joao Braga,51170580,Rua Joao Braga,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170590Rua Poeta Manuel Bandeira,51170590,Rua Poeta Manuel Bandeira,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170591Travessa Poeta Manoel Bandeira,51170591,Travessa Poeta Manoel Bandeira,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170600Rua Leonor Soares Pessoa,51170600,Rua Leonor Soares Pessoa,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170610Rua Doutor Jose Alberto Maia,51170610,Rua Doutor Jose Alberto Maia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170620Rua Antonio Cardoso da Fonte,51170620,Rua Antonio Cardoso da Fonte,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170630Rua Capitao Walter Henrique,51170630,Rua Capitao Walter Henrique,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170640Rua Salinas,51170640,Rua Salinas,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170650Rua Nossa Senhora do Carmo,51170650,Rua Nossa Senhora do Carmo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511706511a Travessa Nossa Senhora do Carmo,51170651,1a Travessa Nossa Senhora do Carmo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511706522a Travessa Nossa Senhora do Carmo,51170652,2a Travessa Nossa Senhora do Carmo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511706533a Travessa Nossa Senhora do Carmo,51170653,3a Travessa Nossa Senhora do Carmo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511706544a Travessa Nossa Senhora do Carmo,51170654,4a Travessa Nossa Senhora do Carmo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511706555a Travessa Nossa Senhora do Carmo,51170655,5a Travessa Nossa Senhora do Carmo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170900Avenida Marechal Mascarenhas de Moraes 2200,51170900,Avenida Marechal Mascarenhas de Moraes 2200,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51170901Avenida Marechal Mascarenhas de Moraes 2056,51170901,Avenida Marechal Mascarenhas de Moraes 2056,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180000Rua Sitio da Mangueira,51180000,Rua Sitio da Mangueira,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180001Avenida Marechal Mascarenhas de Moraes,51180001,Avenida Marechal Mascarenhas de Moraes,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180010Rua Alemanha,51180010,Rua Alemanha,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180020Rua Madrid,51180020,Rua Madrid,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180030Rua Paris,51180030,Rua Paris,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180031Travessa Paris,51180031,Travessa Paris,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180040Rua Bulgaria,51180040,Rua Bulgaria,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180045Rua Campo do Bangu,51180045,Rua Campo do Bangu,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180046Travessa Campo do Bangu,51180046,Travessa Campo do Bangu,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511800471a Travessa Campo do Bangu,51180047,1a Travessa Campo do Bangu,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511800482a Travessa Campo do Bangu,51180048,2a Travessa Campo do Bangu,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180050Rua Washington,51180050,Rua Washington,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180055Rua Bangu,51180055,Rua Bangu,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180060Rua Lisboa,51180060,Rua Lisboa,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511800611a Travessa Lisboa,51180061,1a Travessa Lisboa,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511800622a Travessa Lisboa,51180062,2a Travessa Lisboa,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511800633a Travessa Lisboa,51180063,3a Travessa Lisboa,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180070Rua Varsovia,51180070,Rua Varsovia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180090Rua Estocolmo,51180090,Rua Estocolmo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180100Rua Atenas,51180100,Rua Atenas,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180110Avenida Pinheiros,51180110,Avenida Pinheiros,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180120Rua Trieste,51180120,Rua Trieste,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180130Avenida Nicolau Copernico,51180130,Avenida Nicolau Copernico,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180140Rua Toquio,51180140,Rua Toquio,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180150Rua Sofia,51180150,Rua Sofia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180160Rua Berna,51180160,Rua Berna,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180170Rua Bruxelas,51180170,Rua Bruxelas,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180180Avenida Monaco,51180180,Avenida Monaco,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180190Rua Amsterdam,51180190,Rua Amsterdam,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180200Rua Italia,51180200,Rua Italia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511802011a Travessa Italia,51180201,1a Travessa Italia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511802022a Travessa Italia,51180202,2a Travessa Italia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511802033a Travessa Italia,51180203,3a Travessa Italia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511802044a Travessa Italia,51180204,4a Travessa Italia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180210Rua Marselha,51180210,Rua Marselha,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180220Rua Suecia,51180220,Rua Suecia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180230Rua Letonia,51180230,Rua Letonia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180240Rua Estonia,51180240,Rua Estonia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180250Rua Lituania,51180250,Rua Lituania,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180260Avenida Luxemburgo,51180260,Avenida Luxemburgo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180270Rua Sitio Grande,51180270,Rua Sitio Grande,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180280Rua Napolis,51180280,Rua Napolis,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180290Rua Grecia,51180290,Rua Grecia,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180300Rua Albania,51180300,Rua Albania,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180310Rua Noruega,51180310,Rua Noruega,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180320Rua Itapeva,51180320,Rua Itapeva,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180340Rua Dancing Days,51180340,Rua Dancing Days,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180350Rua Aracai,51180350,Rua Aracai,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180360Rua Abadia dos Dourados,51180360,Rua Abadia dos Dourados,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180370Rua Campo do Meio,51180370,Rua Campo do Meio,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180380Rua Arceburgo,51180380,Rua Arceburgo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180390Rua Ariado,51180390,Rua Ariado,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180400Rua Arinos,51180400,Rua Arinos,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180410Rua Campos Gerais,51180410,Rua Campos Gerais,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180420Rua Agua Boa,51180420,Rua Agua Boa,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180430Rua Cajuri,51180430,Rua Cajuri,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180450Rua Ciana,51180450,Rua Ciana,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180455Rua Gilson Tavares,51180455,Rua Gilson Tavares,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180460Rua Carbonita,51180460,Rua Carbonita,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180467Rua do Frevo,51180467,Rua do Frevo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180470Rua Abaete,51180470,Rua Abaete,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180477Rua Campestre,51180477,Rua Campestre,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180480Rua Careacu,51180480,Rua Careacu,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180483Rua Jatoba,51180483,Rua Jatoba,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511804872a Travessa Sao Sebastiao,51180487,2a Travessa Sao Sebastiao,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180490Rua Aguas Formosas,51180490,Rua Aguas Formosas,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180495Rua do Campo,51180495,Rua do Campo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511804961a Travessa Sao Sebastiao,51180496,1a Travessa Sao Sebastiao,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511804971a Travessa do Campo,51180497,1a Travessa do Campo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511804982a Travessa do Campo,51180498,2a Travessa do Campo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180500Rua Campanha,51180500,Rua Campanha,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180505Rua Mario Krause,51180505,Rua Mario Krause,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180507Rua Nova Esperanca,51180507,Rua Nova Esperanca,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180510Rua Camacho,51180510,Rua Camacho,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180515Rua Maes,51180515,Rua Maes,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511805161a Travessa Maes,51180516,1a Travessa Maes,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
511805172a Travessa Maes,51180517,2a Travessa Maes,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180520Rua Capela Nova,51180520,Rua Capela Nova,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180525Rua Campinense,51180525,Rua Campinense,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180530Rua Brasilia de Minas,51180530,Rua Brasilia de Minas,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180540Rua Bom Repouso,51180540,Rua Bom Repouso,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180550Rua Caetanopolis,51180550,Rua Caetanopolis,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180570Rua Oslo,51180570,Rua Oslo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180580Praca Marechal Eurico Gaspar Dutra,51180580,Praca Marechal Eurico Gaspar Dutra,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180590Rua Maria Eduarda Sessineto,51180590,Rua Maria Eduarda Sessineto,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180600Rua do Xiburgo,51180600,Rua do Xiburgo,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180610Rua Santiago,51180610,Rua Santiago,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
51180620Rua Cariacu,51180620,Rua Cariacu,Imbiribeira,Regiao Politico-Administrativa,RPA 06 | Sul,Recife,Pernambuco
